Date,const,Open,High,Low,Close,Volume,Dividends,Stock Splits,pct_move_from_lastBar,relStr,relStr_lag_1,relStr_lag_2,relStr_lag_3,relStr_lag_4,relStr_lag_5,relStr_lag_6,relStr_lag_7
2022-04-22 00:00:00-04:00,1.0,165.00635231798768,166.4040276385376,160.0896601257617,160.3771209716797,84882400,0.0,0.0,-0.028054867471931547,-0.00317561310357891,0.008623107833086927,-0.004121116868448743,-0.0019755579389082022,0.004360048047590702,-0.01825293412553439,0.005927959396951675,0.008668033902250367
2022-04-25 00:00:00-04:00,1.0,159.71298617467934,161.74508721108586,157.0762265920136,161.45762634277344,96046400,0.0,0.0,0.010923596195152015,-0.000500380448208335,-0.00317561310357891,0.008623107833086927,-0.004121116868448743,-0.0019755579389082022,0.004360048047590702,-0.01825293412553439,0.005927959396951675
2022-04-26 00:00:00-04:00,1.0,160.8330976071047,160.92230802187353,155.35139139177141,155.43069458007812,95623200,0.0,0.0,-0.03359011986589953,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891,0.008623107833086927,-0.004121116868448743,-0.0019755579389082022,0.004360048047590702,-0.01825293412553439
2022-04-27 00:00:00-04:00,1.0,154.54848822398645,158.3945950589086,154.02311776553654,155.20272827148438,88063200,0.0,0.0,0.004233234857333153,0.004161336717176389,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891,0.008623107833086927,-0.004121116868448743,-0.0019755579389082022,0.004360048047590702
2022-04-28 00:00:00-04:00,1.0,157.85932035633803,163.08330335618533,157.54210755439001,162.2109832763672,130216800,0.0,0.0,0.02756671516262763,0.014495155566197656,0.004161336717176389,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891,0.008623107833086927,-0.004121116868448743,-0.0019755579389082022
2022-04-29 00:00:00-04:00,1.0,160.42668168455637,164.7486073264787,155.87676881941587,156.2732696533203,131747600,0.0,0.0,-0.02588978334291565,0.0014715718309337884,0.014495155566197656,0.004161336717176389,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891,0.008623107833086927,-0.004121116868448743
2022-05-02 00:00:00-04:00,1.0,155.34149760095795,156.8482129324933,151.93153583652065,156.58058166503906,123055300,0.0,0.0,0.007976516791823892,0.002127987126297512,0.0014715718309337884,0.014495155566197656,0.004161336717176389,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891,0.008623107833086927
2022-05-03 00:00:00-04:00,1.0,156.76889315365517,159.30654975390115,154.9548875862069,158.0872802734375,88966500,0.0,0.0,0.008409749493415941,0.005108636062534606,0.002127987126297512,0.0014715718309337884,0.014495155566197656,0.004161336717176389,-0.010740671082191604,-0.000500380448208335,-0.00317561310357891
2022-05-04 00:00:00-04:00,1.0,158.27565211851262,165.02618018810924,157.86922888474598,164.57020568847656,108256500,0.0,0.0,0.039769563326459985,0.011046029778890947,0.005108636062534606,0.002127987126297512,0.0014715718309337884,0.014495155566197656,0.004161336717176389,-0.010740671082191604,-0.000500380448208335
2022-05-05 00:00:00-04:00,1.0,162.4191443788186,162.64713161034837,153.59685681021196,155.40097045898438,130525300,0.0,0.0,-0.04321026284601878,-0.017912911431154595,0.011046029778890947,0.005108636062534606,0.002127987126297512,0.0014715718309337884,0.014495155566197656,0.004161336717176389,-0.010740671082191604
2022-05-06 00:00:00-04:00,1.0,154.87481106491109,158.2798610586437,153.0581249690686,156.1355743408203,116124600,0.23,0.0,0.00814053148630358,0.007556755687685432,-0.017912911431154595,0.011046029778890947,0.005108636062534606,0.002127987126297512,0.0014715718309337884,0.014495155566197656,0.004161336717176389
